subject,topic,subtopic,skill_tags,difficulty,cognitive_level,answer_type,question_text,option_a,option_b,option_c,option_d,correct_answer,numerical_tolerance,solution,explanation,reference
Feedback and Control Systems,Time Response Analysis,Transient Parameters of Second Order Underdamped Systems,design;overshoot-specification;second-order-system;settling-time,5,analysis,numerical_tolerance,A standard second-order system must have 20% overshoot and a 2% settling time of 2 s. Find the required $\omega_n$ in rad/s.,,,,,4.386447703,1%,From $\zeta=\ln(1/0.2)/\sqrt{\pi^2+\ln^2(1/0.2)}=1.6094/3.5299=0.4560$. Then $T_s=4/(\zeta\omega_n)=2$ gives $\omega_n=4/(0.4560\times2)\approx4.386$ rad/s.,Overshoot fixes $\zeta$ first; the settling-time specification then fixes $\omega_n$.,
Feedback and Control Systems,Time Response Analysis,Transient Parameters of Second Order Underdamped Systems,damped-frequency;peak-time;second-order-system,6,application,numerical_tolerance,A system has $\zeta=0.6$ and $\omega_n=5$ rad/s. Find the peak time in seconds.,,,,,0.785398163,0.01,,,
Feedback and Control Systems,Time Response Analysis,Transient Parameters of Second Order Underdamped Systems,percent-overshoot;second-order-system,8,application,numerical_tolerance,"For $\zeta=0.5$, calculate the percent overshoot of a standard second-order unit-step response.",,,,,16.303,1%,,,
Feedback and Control Systems,Time Response Analysis,Transient Parameters of Second Order Underdamped Systems,damping-ratio;overshoot-specification;second-order-system,10,analysis,numerical_tolerance,A standard second-order unit-step response has 10% overshoot. Estimate the damping ratio.,,,,,0.591155,1%,,,
Feedback and Control Systems,Stability Analysis,Concept of Stability,bibo;definition;stability,1,recall,text_short,What does the acronym BIBO stand for in stability analysis?,,,,,"bounded input bounded output|bounded-input bounded-output|bounded input, bounded output|bounded input-bounded output",,BIBO stability requires that every bounded input produce a bounded output.,For LTI systems this is equivalent to the impulse response being absolutely integrable.,
Feedback and Control Systems,Stability Analysis,Concept of Stability,bibo-definition;stability,2,recall,multiple_choice_single,What does BIBO stability mean?,Every bounded input produces a bounded output,Every input produces zero output,The output always equals the input,All system parameters are constant,A,,,,
Feedback and Control Systems,Stability Analysis,Concept of Stability,marginal-stability;stability;sustained-oscillation,2,comprehension,text_short,"A system whose zero-input response neither decays nor grows, but oscillates with constant amplitude, is described by which stability classification?",,,,,marginally stable|marginal stability|marginally-stable|critically stable|limitedly stable,,Constant-amplitude oscillation corresponds to simple poles on the imaginary axis: marginal stability.,"Marginally stable systems are not BIBO stable, since a sinusoid at the pole frequency gives unbounded output.",
Feedback and Control Systems,Stability Analysis,Concept of Stability,absolute-integrability;impulse-response;stability,3,application,numerical_tolerance,"A system has impulse response $h(t)=e^{-2t}u(t)$. Compute $\int_0^\infty |h(t)|\,dt$.",,,,,0.5,1%,$\int_0^\infty e^{-2t}dt=[-e^{-2t}/2]_0^\infty=1/2=0.5$.,"The integral is finite, so the system is BIBO stable, consistent with its pole at $s=-2$.",
Feedback and Control Systems,Stability Analysis,Concept of Stability,asymptotic-stability;stability,4,comprehension,multiple_choice_single,A system is asymptotically stable if its zero-input response does what over time?,Approaches infinity,Remains at any arbitrary constant,Approaches zero,Oscillates with increasing amplitude,C,,,,
Feedback and Control Systems,Stability Analysis,Concept of Stability,stability;unstable-modes;zero-input-response,4,analysis,numerical_tolerance,A system's zero-input response is $y(t)=2e^{-t}+5e^{2t}$. Find the number of unstable modes.,,,,,1,0,"The mode $e^{-t}$ decays, while $e^{2t}$ grows without bound: exactly one unstable mode.",A single growing mode is enough to make the whole system unstable regardless of the others.,
Feedback and Control Systems,Stability Analysis,Concept of Stability,hidden-modes;internal-stability;stability,5,evaluation,text_short,An input-output transfer function can appear stable while an internal mode grows without bound. Name the phenomenon responsible.,,,,,pole-zero cancellation|pole zero cancellation|cancellation|pole/zero cancellation|hidden modes,,"If a controller zero cancels an unstable plant pole, that pole disappears from the input-output transfer function but the internal mode remains.","This is why internal stability must be checked, not just the reduced transfer function.",
Feedback and Control Systems,Stability Analysis,Concept of Stability,marginal-stability;oscillation;stability,6,application,multiple_choice_single,A system exhibits a sustained sinusoidal zero-input response of constant amplitude. How is this behavior classified?,Asymptotically stable,Marginally stable,Exponentially unstable,Noncausal,B,,,,
Feedback and Control Systems,Stability Analysis,Concept of Stability,bounded-input;stability;unbounded-output,8,analysis,multiple_choice_single,A bounded step input produces an output whose magnitude grows without bound. What conclusion is justified?,The system is necessarily minimum phase,The system is open loop,The system has zero steady-state error,The system is BIBO unstable,D,,,,
Feedback and Control Systems,Stability Analysis,Concept of Stability,hidden-modes;internal-stability;stability,10,evaluation,multiple_choice_single,Why is checking only a simplified input-output transfer function sometimes insufficient for internal stability?,Pole-zero cancellation can hide unstable internal modes,Transfer functions never contain poles,Input-output models apply only to nonlinear systems,Stable systems cannot contain zeros,A,,,,
Feedback and Control Systems,Stability Analysis,Stability in Terms of Pole Locations,left-half-plane;pole-location;stability,1,recall,text_short,In which half of the $s$-plane must all poles of a continuous-time system lie for asymptotic stability?,,,,,left half plane|left-half plane|left half-plane|LHP|open left half plane|left|left hand plane,,"Asymptotic stability requires every pole to have a strictly negative real part, i.e. to lie in the open left-half plane.","Poles exactly on the imaginary axis give marginal stability, not asymptotic stability.",
Feedback and Control Systems,Stability Analysis,Stability in Terms of Pole Locations,left-half-plane;pole-location;stability,2,recall,multiple_choice_single,Where must all poles of a continuous-time rational system lie for asymptotic stability?,Strictly in the open right-half plane,Only at the origin,Strictly in the open left-half plane,Anywhere on the imaginary axis,C,,,,
Feedback and Control Systems,Stability Analysis,Stability in Terms of Pole Locations,counting;right-half-plane-poles;stability,2,comprehension,numerical_tolerance,"For $G(s)=10/[(s+1)(s-3)]$, find the number of right-half-plane poles.",,,,,1,0,"The poles are $s=-1$ and $s=+3$; only $s=+3$ lies in the right-half plane, so the count is 1.",The zero-free numerator is irrelevant to stability; only denominator roots matter.,
Feedback and Control Systems,Stability Analysis,Stability in Terms of Pole Locations,dominant-pole;largest-real-part;stability,3,application,numerical_tolerance,A system has characteristic polynomial $s^3+4s^2+s-6$. Find the largest real part among its poles.,,,,,1,0.001,"$s=1$ is a root, and dividing gives $(s-1)(s+2)(s+3)$. The poles are $1,-2,-3$, so the largest real part is $+1$.",A positive largest real part confirms instability; note the negative constant term already flagged it.,
Feedback and Control Systems,Stability Analysis,Stability in Terms of Pole Locations,right-half-plane-pole;stability,4,comprehension,multiple_choice_single,What does a pole at $s=+2$ imply?,A decaying mode and stability,An exponentially growing mode and instability,A constant mode only,No effect on the response,B,,,,
Feedback and Control Systems,Stability Analysis,Stability in Terms of Pole Locations,dominant-pole;settling-time-estimate;stability,4,analysis,numerical_tolerance,"A stable system has poles at $-0.5$ and $-6$. Using the dominant pole and the 2% criterion, estimate the settling time in seconds.",,,,,8,0.01,"The dominant pole is $-0.5$, so $T_s\approx4/0.5=8$ s.",The pole at $-6$ decays twelve times faster and contributes negligibly to the settling time.,
Feedback and Control Systems,Stability Analysis,Stability in Terms of Pole Locations,classification;repeated-imaginary-axis-poles;stability,5,analysis,text_short,"A system has a repeated pole pair on the imaginary axis and no right-half-plane poles. State whether it is asymptotically stable, marginally stable, or unstable.",,,,,unstable|it is unstable|not stable,,"Repeated imaginary-axis poles produce responses of the form $t\sin\omega t$, whose amplitude grows without bound, so the system is unstable.",Only simple (non-repeated) imaginary-axis poles give marginal stability.,
Feedback and Control Systems,Stability Analysis,Stability in Terms of Pole Locations,imaginary-axis-poles;marginal;stability,6,application,multiple_choice_single,"A system has simple poles at $\pm j3$ and all other poles in the open left-half plane. Assuming no cancellations, how is it classified?",Asymptotically stable,Unstable due to repeated poles,Stable only for step inputs,Marginally stable,D,,,,
Feedback and Control Systems,Stability Analysis,Stability in Terms of Pole Locations,repeated-imaginary-axis-poles;stability,8,analysis,multiple_choice_single,A system has a repeated pole at $s=j2$. What behavior is expected?,"An oscillation with an amplitude that grows polynomially, causing instability",A decaying sinusoid,A constant-amplitude sinusoid only,A monotonic response with no oscillation,A,,,,
Feedback and Control Systems,Stability Analysis,Stability in Terms of Pole Locations,dominant-poles;relative-decay;stability,10,analysis,multiple_choice_single,"Two stable systems have rightmost poles at $-1$ and $-4$, respectively. Which statement is generally correct?",The system with rightmost pole at $-1$ is more relatively stable,Both have identical transient speeds,The system with rightmost pole at $-4$ has faster modal decay,Pole locations do not affect transient behavior,C,,,,
Feedback and Control Systems,Stability Analysis,Routh-Hurwitz Criterion,coefficients;necessary-condition;routh-hurwitz,1,recall,text_short,State the necessary condition on the coefficients of a characteristic polynomial before the Routh array is even constructed.,,,,,all positive|all coefficients positive|all must be positive|positive|same sign|all the same sign|all present and positive,,All coefficients must be present and of the same sign (conventionally positive); any missing or sign-reversed coefficient already implies instability.,"The condition is necessary but not sufficient, which is why the array is still required.",
Feedback and Control Systems,Stability Analysis,Routh-Hurwitz Criterion,routh-hurwitz;second-order;stability,2,recall,multiple_choice_single,"For $s^2+a_1s+a_0$, which condition is necessary and sufficient for stability?",$a_1<0$ and $a_0>0$,$a_1>0$ and $a_0>0$,$a_1a_0=0$,$a_1>a_0$ only,B,,,,
Feedback and Control Systems,Stability Analysis,Routh-Hurwitz Criterion,right-half-plane-count;routh-hurwitz;third-order,2,application,numerical_tolerance,"Using the Routh-Hurwitz criterion, determine the number of right-half-plane roots of $s^3+6s^2+11s+6$.",,,,,0,0,"First column: $1$, $6$, $(6\cdot11-1\cdot6)/6=10$, $6$. All entries are positive, so there are no sign changes and no right-half-plane roots.","The roots are $-1,-2,-3$, confirming a stable polynomial.",
Feedback and Control Systems,Stability Analysis,Routh-Hurwitz Criterion,auxiliary-polynomial;routh-hurwitz;row-of-zeros,3,comprehension,text_short,"When an entire row of the Routh array becomes zero, what is the polynomial formed from the row immediately above it called?",,,,,auxiliary polynomial|auxiliary equation|the auxiliary polynomial|auxiliary,,The auxiliary polynomial is differentiated and its coefficients replace the zero row so the array can be completed; its roots are the symmetrically placed roots.,"A zero row signals roots symmetric about the origin, typically an imaginary-axis pair.",
Feedback and Control Systems,Stability Analysis,Routh-Hurwitz Criterion,array;routh-hurwitz;third-order,4,application,multiple_choice_single,"Using the Routh criterion, classify $s^3+2s^2+3s+4$.",One right-half-plane pole,Two right-half-plane poles,Marginally stable,Stable,D,,,,
Feedback and Control Systems,Stability Analysis,Routh-Hurwitz Criterion,gain-range;routh-hurwitz;third-order,4,analysis,numerical_tolerance,"For the characteristic polynomial $s^3+4s^2+6s+K$, find the largest value of $K$ for which the system remains stable.",,,,,24,0.001,"The $s^1$ entry is $(4\cdot6-K)/4=(24-K)/4$, which requires $K<24$; the $s^0$ entry requires $K>0$. Hence $0<K<24$ and the limit is $K=24$.",For a third-order polynomial $s^3+a_2s^2+a_1s+a_0$ the condition reduces to $a_0<a_1a_2$.,
Feedback and Control Systems,Stability Analysis,Routh-Hurwitz Criterion,auxiliary-polynomial;critical-gain;oscillation-frequency;routh-hurwitz,5,analysis,numerical_tolerance,"For $s^4+2s^3+3s^2+4s+K$, the system is stable for $0<K<K_{cr}$. At $K=K_{cr}$ the system oscillates. Find that oscillation frequency in rad/s.",,,,,1.414213562,1%,"Array: $s^2$ row is $(1,\,K)$ and the $s^1$ entry is $4-2K$, so $K_{cr}=2$. The auxiliary polynomial from the $s^2$ row is $s^2+K=s^2+2=0$, giving $s=\pm j\sqrt2$ and $\omega=1.4142$ rad/s.",The auxiliary polynomial evaluated at the critical gain locates the imaginary-axis crossing.,
